content,score
"Shoppe memang tak ada duay,best👍🙏.",5
semoga selalu amanah,5
Belanja di shopee sangat menyenangkan selain dapat barang murah tp barangnya gak murahan loh..,5
mantap👍👍👍,5
Bagus aplikasi nya klo mau lebaran imlek natalan semua ada bagus bagus lagi aku habis beli baju lebaran dan celana kulot bagus murah klo lazada buat mainan anak anak sih gk boleh dimasukin keranjang lazada langsung dikirim kan rugi mamah sm papi nya nanti misalnya anak anak beli mainan di lazadanya banyak rugi dong mama papahnya,5
ok,5
terbaik👍👍,5
Semangat,4
Ok lah karena cuma shopee aplikasi belanja online serba ada juga murce,5
"aplikasi aneh jelek banyak iklan di mana mana mengganggu, shopee =hama masyarakat",1
Aplikasi kasi sangat membantu,5
Bagussss Membantu,5
brg sesuai...kurir nya ramah...,5
bagus ok mantaaaps,5
benar ngk belanja shope murah,5
"mantap ,,blanja ga perlu ribet ,",5
Bermanfaat,5
Memuaskan,4
Paket estimasi tiba sekitar tgl 7-9 skrng udh tgl 14 otw ke 15 belum sampai kota tujuan dan pesanan stuck terus beberapa hari mau di batalin gabisa duh gimana ini kendala di gudang shopee paket pesanan ku kenapa ya kira2 ? udah menunggu sesuai batas estimasi aku kak estimasi awal tgl 7 mundur lagi sampe tgl 9 skrng udh tgl 15 kak,1
jasa pengiriman buruk,1
👍👍👍,5
"pengiriman lama, SPX karyawan DC sortirnya nggak becus kerjanya",1
"buriq, pdhal tdinya pengiriman cuma 4 hari lah kok mundur jadi satu minggu lebih",3
bnyak promo dan murah,5
bagus,5
"Promo cuma berlaku untuk pengguna seabank, shopeepay, dan spaylater. Tidak pernah ada promo untuk pembayaran cod selama pakai shoppe. Andai ada lazrewards seperti lazada mungkin orang akan lebih sering belanja di shopee, koin shopee juga gak terlalu berpengaruh karena nilai koinnya 10=10 perak. Di lazada 10 = 100 perak, harga barang emang lebih murah dari online shop lain tapi promo atau diskon barang jauh lebih baik di lazada. Sukses selalu lazada 😍😍",1
ndak kecewa,5
Bagus ada gratis ongkir,5
aku kasih bintang 4 karena terlalu meracuniku untuk membeli barang barang,4
Aplikasi yg bagus aku suka,5
oke,4
Baik,5
lumayan,4
"buset makin kesini makin ga bener status exspedisinya kadang mau se ramai²nya ivent dulu-dulu mah tetep we kadang dateng ontime estimasi, makin kesini malah gabener, terus paket statusnya bolak-balik, ditambah sering transit salah alamat dan daerah, gabisa satset sesuai slogan nih jasa kirim, perlu di revisi agar disiplin soal paket pengiriman, semoga pihak shope tau dan menyelesaikan masalah ini thx.",1
okk josss,5
"Sebelum membeli shopeepay VIP,di nyatakan grtais ongkir,tapi pas sudah saya beli,kok cuman dapat potongan ongkir saja.saya bingung apa makna kata gratis dan potongan itu sama..???",1
Ada diskon menarik,5
Cakep,5
sory sya kssih bintang 1 aja karna dngan spayleter yg ngebekukan sepihak,1
Suka banget sama apk satu ini,5
Good,5
okeeeeeeeee juossssss,5
👍🏻👍🏻👍🏻,5
belanja jadi mudah,5
"Aplikasi sangat eror* semakin buruk, bonus 10k jika brang terlambat selalu di ubah* jika sdah jatuh tempo, sangat* buruk, kurir yg tdk jelas, sistem yg tdk jelas, sangat buruk",1
Bagus,5
pelayanan baik& cepat juga aman,5
keren bisa free ongkir terus2an,5
Lumayan,5
good,3
Belanja lebih mudah dan hemat,5
Màaf aplikasi shopee ku gampang gak sengaja kehapus,5
mantap cepat dan mudah,5
Mantap banget aplikasinya😍😍 sukses teruss buat shopee udah menemanin belanja kami walaupun habis uang kalau sudah khilaf😁😁,5
Sangat puas,5
"sangat memuaskan,terimakasih shopee",5
"Akun shopee aku di blokir pihak shopee aku minta di buka blokirannya minta username, email dan nomor HP untuk di cocokkan udah tak kasih.... Tapi katanya tidak cocok dan semua email saya tidak satupun yang cocok sehingga akun shopee aku tetap di blokir! Aku sangat kecewa shopee tidak bisa menjaga privasi pengguna setia sehingga akun di bobol dan di ganti emainya tapi shopee tidak mengakuinya.",1
bagusss,5
makasih,4
Mudah2an utk kedepannya shopee tambah maju dan konsisten...,5
sangat memuaskan belanja di shopee .asalkan tetao hati2 melilih toko,5
Sering keluar2 sndri saat main game.,5
lebih teliti lagi dengan bongkar muat barang sophe yg dianggap sepele aja,4
sangat indah,5
"aku sering belanja disini dan bagus bagus juga ,tapi ada kekurangan nya yaitu ga bisa cod???",4
belum pernah kecewa belanja di shopee,5
Lemot parahh,1
"Saya baru saja dapat telp yg mengatasnamakan Shopee, yg mengatakan saya melakukan kesalahan utk foto review, dan mengancam menangguhkan dan membekukan akun shopee saya, serta mengancam akan mengaktifkan shopeepay later saya dan menjadi tagihan saya, sedangkan saya saja tidak pernah mengaktifkan shopeepay later atau apapun yg pinjaman dishopee. Tolong tindak lanjutnya dari pihak shopee, Krn saya merasa terganggu dan dirugikan.",3
Awas hati hati shopee dan jasa kirimnya kerja sama push target dan merugikan pembeli. Banyak malingnya,1
mudah di gunakan untuk membuat sebuah hari yang lalu di bayar,5
sangat bagus,5
Mantap,3
amat sangat baik pelayanan,5
Banyak diskon..apalagi Ramadhan begini.. bertabur diskon...saya suka saya suka... sukses terus shopee...,5
mantap,5
"Update. Mantap sekarang saya sangat puas dengan shoope, tidak ada bug, proses pengiriman lancar . Ramah, jarang nemu penjual kw . The best Shoope . Love you Shoope",5
mantap,5
"Shoppe sangat bagus dan murah ongkir nya,yu belanja di Shopee",5
selama ini cukup bagus sih menurut saya.,5
"sering ngebug waktu pembayaran , dan satu lagi buat spx harusnya di hapus aja , ganti ke ekspedisi yg beneran cepet ,masa iya notif pesanan dibawa kurir mulai jam 06.45 nyampenya jam 17.15 mana rutin lagi",2
sangat puas dn baik,5
top,5
mantap,5
sangat memuaskan💯,5
Apps sopee memang tempat blanja yg terbaik dan Ter murah makin jaya terus sopee trmksih,5
Di beri fitur keterangan nomor jasa kirim/kurir nya Agar bisa komunikasi dengan jasa kirim nya Selebihnya bagus deh,5
bagus sekali,5
baik,5
Shopee sangat terpercaya. Pelayanan sangat Baik dan Bagus. 👍👍,5
Tolong perbaiki lagi bug nya. Masa mau ganti opsi pembayaran ke shopeepay gabisa padahal dana mencukupi🙂,1
Terkadang pesan saya kurang memuaskan kan Terkadang sangat memuaskansaran saya untuk kedepan nya jangan berubah warna..,5
recomeded,5
"Ya makasih jge dgn pesanan yang sudah dikirim,saya senang dgn pesanan yg sudah saya terima",5
bagus sih membantu banget tapi minta tolong lah pas pengiriman nya udah di tentuin tgl nya tiba² berubah tgl nya butuh nya hari itu tiba² berubah aneh,4
bermanfaat buat yg suka ngefix,3
bagus,5
aplikasi kdg suka gajelas saat cekuot barang di troli tidak bisa jangan minta sering di update.,1
"Cepat,aman,amanah",5
"Sangat membantu perbelanjaan saya sebagai pembeli, semoga dengan 5 bintang shopee juga support saya sebagai penjual di shopee",5
Udah langganan shopee dari dulu gak pernah kecewa Shoppe the best 👍👍,5
mantap,5
"Sngat membantu, penjualan hampir lengkap 👍💪. membantu dalam perbelanjaan.👍🙏",5
mantap,5
shopee memang oke,5
"Sudah beberapa kali saya minta pesanan di Shopee,,pelayanan baik serta barang pesanan sampai dalam keadaan baik pula.",5
Mantap,5
kecewa ga ada pembayaran lewat Ovo,1
"please shopee buat kembali bs belanja produk china seperti dulu. gara2 g da lagi, jd rakyat byk keluar negeri jastipbangkok dan china jd lebih banyak uang rakyat indo habis diluar negeri dan harga jastip yg supermahal tp tetap dibeli rakyat, kalau dihitung2 jd lbh byk kn uang habis belanja kecina dan bangkok dr pd online dishopee. jd please shopee jgn batasi lagi priduk yg dijual dr luar negeri. drpd uang km habis lewat jastip mending dr shopee kn.",3
bagus,5
bguss,5
sangat membantu,5
selalu amanah,5
👍👍👍,5
pernah dapet barang buruk,5
Akun mau dihapus malah muter2 gak jelas. Katanya dibatasi. Dibuat jualan gak bisa dihapus gak bisa sikintod.,1
sangat puas dengan adanya pelayanan shopee ini...tanpa keluar rumah pesanan udah sampe rumah... terimakasih shopee... the best pokoknya...🥰🥰🥰,5
Paket selalu gk jls muter2 dan nanya d pihak shopee jawabnya muter2 juga gk jelas,1
Bagus sangat membantu,5
Cukup puas dan memudahkan aku belanja krna aku orngnya malas keluar,5
sagaat bagu,4
sangat suka sekali sama apk ini sangat mmbantu untuk berbelanja,5
"suka aja sama aplikasinyaa,kalo mauu beli apa² ga hrs keluar rumah segala,apk ini cocok bgt buat orang yang mageran..",5
semakin lama semakin suka.,5
aku saya tiba tiba hilang saat beli barang,3
"Ongkos tdk transpran. Misal samday, yg dtrima drivr dihitung dari jarak custmer ke custmer lainnya, tp yg dibyar custmr saat belanja jarak dari toko ke lokasi kirim. Jarak pickup/kirim,waktu & brat produk klo ditotal Jauh/Besar & Poin Kirim 8 order jd 400poin bkn 800, Drivr suka tak suka hrs bawa😥. Tdk tau ini sesuai ato tdk. ""Tak tau Dasar skemanya"". Sangat rentan main. Blm lg kendala lain yg drvr terima sprti poin planggaran. Di instan/food jg sma. Malah ada vendor jg,habislah yg drivr. Miris",1
Kurangin biaya penanganannya dong miinnn,4
Shopee lagi gangguan apa ya lokasi pengiriman gk update gk sesuai,3
"bisa ga sih buka shopee ga masuk langsung ke laman LIVE VIDEO??? UDAH LEMOT MAKIN TAMBAH LEMOT, DARI LAMAN LIVE VIDEO KE HOME ATAU PROFILE AJA AUDIONYA DELAY MASIH IKUT, GA USER FRIENDLY BANGET!!!",1
ok sangat menarik untuk belanja dan bnyk pilihan,5
"Maaf bintang 4 dulu, saya suka pakai shopee karena praktis dan harga murah pengiriman jg cepat tapi tolong dong shopee knp gratis ongkirnya sekarang semakin sedikit?? Hampir gaada, mungkin ada tp buat yg harga 30 keatas TDK ada yg minimal blnja 0rupiah, saat ada host live juga gaada gratis ongkir;(((( pls shopee",4
👍👍,4
Spx garansi tepat wktu tapi paket suka ngak dateng,2
gaenak,1
Puas dengan barangnya 👍,5
sejak ada shopee saya jadi mudah belanja,5
belanja mudah dan mnyenangkan di shopee,5
Terima Kasih Shopee,5
mmg keren,5
Jos,5
jujur hendaknya,5
aplikasi yg bagus dan berguna!,5
"Shopee expres kacau balau tolong benahi dulu,,,, Sudah 8 hari barang belum sampai",1
"mantaap shopee,tingkatkan terus...🙂🙂🙂",5
🥰,5
keren,5
top,5
keren ada yang jualan batu,5
sangat puas,5
Voucher nya ada tertera tpi g bisa d gunakn,1
puas bangetz blanja d shoopee sering dp ongkir utk bli barang mau yg COD donk karena tdk punya banking males ke ATM.. terimakasih,5
Bagus,5
Manjoss,5
Recommended,5
Puas bgt dengan shopee,5
Mayan lah ya gini mah,2
terlalu asik berberlanja hehhe,4
Solusi belanja ....cari di shopee,5
Belanja hemat dan super cepat pengiriman nya,5
Top,5
sangat bagus,5
Ketika saya ingin memesan tiba tiba ada pesan aneh,1
"Peningkatan semakin baik, harapannya bonus koinnya lebih mudah ban lebih banyak dapatnya",4
banyak bonusnya,5
gak ada lagi kah promo shopelater 0% 12 bulan ?,3
"belanja lebih mudah, nyari barang yg gak ada disekitaran rumah, dishopee pasti ada",5
Suka semuanya tentang shopee pokoknya,5
Top pokonya,5
gabisa download fitur,3
selalu puas belanja di shopee sukses selalu deuh,5
mantul sangat membantu dalam membeli produk,5
sagat membatu saya dalam berbelaja karena harga barang bersaing,5
"sangat nyaman,aman, mudah blanja oline di shopee👍",5
Tau kan kenapa aku rate bintang 5? soal nya aku belanja disini gratis ongkir mulu pokoknya shopee apk paling poll,5
Shopee adalah langganan setiya aku...utk segala keperluan belanja aku. Thanks Shopee...,5
Belanja lebih mudah lebih hemat,5
Sophee slu terdepan,5
Mantap,5
ok,5
"Kita lebih consider terhadap jasa kirimnya. terutama Spx itu sendiri,nyatanya banyak orang dan dibanyak tempat,paketnya tidak dikirim bahkan diretur ke penjual.yang mana kita sebagai konsumen yg sudah menunggu lama,jadi terbuang buang waktunya.",4
mantap,5
"Sangat baik.cuma kurir nya doang GK sopan kata""nya kasar",4
lebih teliti lagi dalam pemilihan produk pengukulasan tentang produk,5
sangat membantu,5
real pict,5
"sesuai waktu yang di tentukan pengemasannya juga rapi ,aman sampai ke pemesan",5
Bagus & memuaskan,5
𝑀𝐴𝑁𝑇𝐴𝑃,5
Shopee memang mantap,5
Ongkirnya gratis betulan,5
"Shopee Ke Sini, nya Makin Buruk CS, nya",1
Best tempat belanja paling mudah dan nyaman murah meriah...,5
Amanah bosku,5
ok,5
mantap nih,5
Terimakasih shopee terbaik pokonya😊😊,5
ma af uninstal dulu🙏karna saya ga bisa belanja,5
Alhamdulillah pesanan sesuai ekspetasi..,5
Mending beli di tik tok gak banyak peraturan cod gk bisa hadeh Mending langsung apus ni aplikasi gk guna,1
Mantap banget aplikasi ini,5
"belanja instan gak pake ribet, harus pandai -pandai Memilih toko, liat ranting dan ulasan pembeli terima kasih",5
alhamdulillah saya puas dengan produk yang ada d shopee terimakasih,5
saat lebaran pengiriman tertahan dan terlambat tim shopee kurang responship.,1
Aplikasinya Sangat Bagus cuma yg paling bagus itu pengiriman barang lewat cod buka dulu soalnya pelanggang sering terima barang tidak sesuai dengan pesanan,5
good,5
Shopee semakin dipercaya,5
Ok mantap,5
Sangat membantu untuk berbagai kebutuhan,5
Bagus,5
Oke sekali,5
"dipermudah, promo ongkir, dan byk kemudahan lainnya sari pada toko sebelah pelit",5
josss,5
gercep,4
"Sudah dua bulan, setiap buka langsung diarahin ke live dan video, saya sangat tidak suka metode ini karena tidak suka lihat live dan video, berisik. Belum lagi ngebug parah banget. Mau pindah ke beranda atau profil langsung close secara tiba-tiba. Selalu begitu, bahkan mau checkout saja langsung close aplikasinya, jadi males buat checkout. Sudah diperbarui tidak ada perubahan, sudah coba uninstall sama saja. Sudah tidak ada kenyamanan, jadi males mau pakai shopee",1
Pengen belanja trs pokok nya🤓,4
Optimasi aplikasi sangat buruk.,1
Mantab,5
dua yg saya tidak suka dri shopee 1 . pesanan tidak saya trima tiba2 hilang dri menu pengiriman tpi saya yg kena imbas nya tidak bisa cod 2 . tidak bisan komplen kurir yg tidak mau antar sampai alamat yg tertera di paket pesanan,5
Kalau ngasih iklan jangan di game bus simulator Indonesia lah gw setiap main ada aja iklan shppee big ramadan males tau ngeliat iklannya nya mulu,1
Bagus sering belanja..disini . Cuma sayang agak lemot dikit apknya,5
Bagus dan aplikasi sesuai dan paket aman,5
Alhamdulillah sampai skarang shopee amanah,5
Tolong kepada para kurir spx daerah HUB sindangkerta. knp klo COD minta uang nya gak sesuai sama cod di apk. mohon maap meski nomal nya kecil 500 perak tpi klo ke seringan ya RUGI DONG.,1
"ada suatu perubahan tahun 2025 ini (harga barang) untuk harga barang saat ini mulai murah dalam re-stok ya(tersedia) (pengemasan barang) untuk pengemasan barang dibantu fotokan sesuai barang sebelum dikirim ke penerima(user) (pengiriman barang) untuk pengiriman diawal tahun 2025 mulai lambat ,dan tidak sesuai tanggal yang ditentukan oleh karena itu saya bingung untuk menerima barang nya ,jadi saya selalu beri bintang 1 terus karena tidak ada perubahan dalam jasa pengiriman, [pesan diperbarui]",1
So far soo good,4
"Pengiriman sangat lambat bisa sampe 10 hari tanpa kejelasan, pelacakan barang tdk akurat",2
bagus,5
bagus banget,5
Sesuai apa yg kita inginkan,5
harga terjangkau barang bagus,5
"Pengantaran cepat, klaim mudah, notifikasi jelas, cuma akses ke galeri kadang2 sulit.",5
kadang aku pesan ngk sesuai,2
"Siapa tahu saya bakalan dikasih hadiah kes dari bos bos shopee, aku tunggu hadiah lebaran dari shopee",5
iklan nya panjang anjg,1
"kembalikan fitur blokir pengguna, soalnya sangat meresahkan karena membuat pesanan fiktif terus",5
G bsa cek out pmbyarany. Pdh bys biasa pk shopepay,1
barang original,5
"Woiii ... shopee kenp setiap buka aplikasi larinya ke live & Video, kenapa ngg ke beranda",1
Layanan terbaik,5
Makin parah iklan terus sibabik ini,1
cukup membantu.......👍,5
Semua ada di shopee sangat membantu,5
Mantafff,5
Ini kenapa ya? 'SETIAP' sy dowload shoope menginstal nya lama bgttt padahal jaringan di sini baik baik sj..,2
Mempermudah ssekali belanja online,5
semoga aja pihak shoppe terus bisa merespon pembeli yang komplain dan bisa menindak lanjutin toko yang kurang jujur😊😊😊,5
Bagaimana cara mengatasi akun shopee errror? Saya tidak bisa mengkonfirmasi pesanan,3
wew menarik,5
Smoga makin jaya shpeyku,5
Bagus,5
Bagus,5
sangat mantap,5
Sopi mantap,5
Iklan anj,1
"Setelah update, yg ada malah setiap buka shopee muncul live dan gk bisa di back. Bahkan kadang sampai keluar apk tetap msh ada suara dr live",2
bagus kok pada murah tapi knp ya paket nya lama sampai nya dan gimana caranya dapat tin voucher kalo terlambat,5
"Siap kak, aman dah sekarang",5
"jadi parah gini shopee,,LEMOT",2
Belanja sangat mudah,5
Murah2 barangnya n gratis ongkir,5
mudah brbelanja dan lengkap,5
"selama ini belanja di shopee kebanyakan di kasih free ongkir, terimakasih berkah selalu",5
Oke aplikasi yang membantu kebutuhan belanja,4
Belanja mudah cepat tidak merepotkan Barang barang bagus sesuai gambar Barang lengkap dan harga terjangkau,5
"Akhir akhir ini shopee lemmot apalagi di affilietnya nunggu lama untuk refresnya bukan karna hp atau sinyal karna, bukan hanya saya yang merasakan tapi temen-sesama pengguna juga meraskan hal yang sama.",3
"Pemesanan sesuai deskripsi produk dan barang tiba dengan utuh/berfungsi dengan baik, proses pengiriman detail dan cepat, barang tiba sebelum estimasi waktu yg ditentukan. Good bgt.",5
memudahkan,5
Bagusss,5
"Pesan dari tanggal 4 Maret 2025, sampai detik ini (15 Maret 2025) barang belum sampai ke rumah. Padahal dari seller udah langsung dikemas dan di ke ekspedisiin. Tapi dari pihak ekspedisi shopee-nya mengecewakan banget.",1
pertahankn...pelayanan nya ya..shopee,5
"barang bagus,suara nya juga jernih",3
mantul,5
barang bagus sesuai pesanan,5
shopee selalu jaya.tingkatkan terus pelayanannya semakin oke.barang barangnya berkualitas dan bagus.tetap amanah selalu.,5
Aplikasi ini cukup bagus,4
"Tiba tiba akun gk terdaftar lagi. Harus login lagi, login nya susah. Ribet banget Shopee sekarang",1
Ok,5
"(*update review* sudah ikuti saran nya kak update app dll, tapi tetap buka shopee tetap langsung masuk ke bagian live & vidio, emang g bisa buka langsung ke beranda ? Jadi males g sii belanja di toko Oren ini buka app langsung lihat musik jamet) Kenapa tiap buka shopee langsung diarahkan ke vidio / live, bikin kaget dan tidak nyaman apalagi vidio shopee biasanya dengan musik jedag jedug super alay, tolong gmn caranya agar buka shopee masuk langsung ke beranda saja bukan ke vidio/live?",1
ok banget,5
Smg sukses sll.,5
apk belanja sangat bagus peraktis saya sukak,5
susah ɓanget mau bayar tagihan loding muluu,2
Baguss banget,5
Gawat,1
bermanfaat,5
shoopee top dah cucok wat belanja santai tanpa repot2,5
Cukup membantu dalam hal kebutuhan,5
Sangat sangat amanah dan mudah praktis kecepatan pengiriman cepat banget keren sukses selalu 👍⭐⭐⭐⭐⭐,5
Bagus,5
Gampang bgt belanja di shopee. Biar bintang yang berbicara,5
Good,5
👍 Sekali,5
Beli quota XL di shopee dr kmren sampe skrng belum masuk quota statusnya masih diproses terus sudah 24jam,2
bagus banget,5
"Shopee si PALU GADA, udah langganan belanja online di oyeen 👍🏻👍🏻👍🏻",5
Kerennnn,5
"lama banget loading nya ngeselin banget, padahal shopeepay baru aja di isi pas mau chekout malah tiba² loading gitu udah nunggu lebih 5 menit dan tetep loading.",1
Good,5
"Sangat buruk parah, Apk baperan, tunggu paket w dateng w hapus apk ga jelas ini baperan",1
Baikkk,2
ok,5
Sangat Membantu dan Sangat Bermanfaat,5
Bagus 😶😶,5
kak ga bisa pake dana ya kalau buat bayar¹?aku udah berapa kali mau bayar pake dana cuman ga ada fitur nya tapi kalau buat keseluruhan oke lah,4
shope memang mantaap👍banget,5
saya tidak bisa mendownload aplikasi ini,3
amazing,5
lumayan,4
Sesuai ekspektasi,5
Baik,4
Bagus pelayanan cepat..,5
"dengan adanya shopee, mempermudah kita dlm berbelanja, dpt discount, gratis ongkir,barang sudah sampai rumah, apalagi buat para ibu rumah tangga yg sibuk ngurus anak sama kerjaan rumah , shopee mempermudah semuanya 👍👍👍👍👍",5
Shopee sat set.. Armadanya juga sopan,5
"aku kasih bintang satu karena iklan nya dimanaaa manaaa, sebel bgtt deh🙄, udah iklan nya maksaa, tombol x kecil lagii😭. intinya menganggu bgttt",1
mantaaaaap,5
mudah dan cepat,5
barang murah kualitas bagus serta pelayanan terbaik,5
"SPX LEMOOOT, Paketan nganggur gak dikirim kirim.",1
Permintaan barang sesuai dari pilihan request online.,5
"Pesanan 2 kali tidak dikirim dengan alasan pembeli menolak padahal sudah ditunggu dan selalu ada dirumah, kurir spx tidak ada konfirmasi sama sekali.",1
mantapp,4
"Pengiriman dari tgl 3 nggak nyampe nyampe, berhenti di Batang ber hari hari gimana ni shopee,masa iya yg biasanya paketan 2 hari nyampe ini sudah dua Minggu masih nggak nyampe juga,ini sudah tgl 15 paketan masih dibatang,ancur semua orang jualan klo kyk gini caranya",1
"Kadang2 bagus kadang2 bikin emosi jga, barang yg kita pesan tdk sesuai seperti yg kita pesan",5
Bagus konsisten,5
"alamat tujuan sidoarjo, udh smpe surabaya disasarin di kalimantan :')",1
Senang belanja d shopee,5
👍🏻,5
sangat bgus,5
Ok baik,5
Mantap mempermudah belanja ibu hamil dan baru lahiran tdknperlu ke pasar lagi,5
Nyaman🤗,5
"suka sama shopee, fitur nya banyak, mungkin untuk masukan kalo saya di kurir, tidak mau antar ke rumah, hanya tunggu di simpang, padahal jarak nya skitar 400 meter, karna kita juga pesan dari rumah bukan dari simpang, mohon jadi catatan",5
Bagus,5
ok,4
Cepat dan murah pengguna puas,5
"keren, pencarian produk mudah, banyak discount & free ongkir min bel Rp 0 ,-",5
baguss,5
"shopee paylater kok gak bisa di pakek, padahal gk perna telat bayar",3
Pelacakan barang kurang update. Tidak sesuai tanggal. Jasa pengiriman tidak update,1
kalo bisa lebih detail lagi sistem nya biar orang awam bisa tau,5
"terlalu bertele tele expedisi SPX, pelayanan CS tidak membantu. jangan buat saya kapok belanja di sini. karna di sini ada tko ijo dan ungu. jakarta Cilacap masa iya mau setengah bulan.",1
mantul,5
Makasih atas pengunan APK Shopee luar biasa,5
Jasa kirim sering return paket tanpa persetujuan dan skarang jarang toko yg bisa cod,1
Mantap bgt mulai dari harga harga nya sampe kualitas produk nya ada semua,5
shoping lebih mudah Dan aman,5
Murah meriah,5
terbaik,5
Shopee coba dong setiap kurir yang antar barang customer di cantumkan no hp si kurir nya jadi kalau ada apa apa customer enak bisa komunikasi dengan si kurir nya langsung tanpa harus tunggu si kurir yg menghubungi,4
"penilaian saya rubah jadi 5 bintang setelah jasa pengiriman memperbaiki pelayanan. yg sekarang sudah normal tidak lama seperti sebelumnya. sebelumnya jasa pengiriman sebelah cuma butuh waktu 3 hari, yg di shopee 5-6 hari. mblegidig👍",5
Top,5
mantap,5
Shopee VIP. Bagus nya gratis. 0 semua expedisi. Jd customer bisa milih expedisi . Supaya cpt tiba,3
baik,5
"Iklan lu benerin, orang lagi nonton tiba tiba pindah alam ke aplikasi lu, maksa bener buat belanja, ngatur.",1
"VA untuk bank BTN tolong disediakan, saya agak ribet transaksinya",5
mau bayar muncul tulisan downloading lamaaaaaaaaaaaaa banget sampai berpuluh menit belum bisa,2
"Kenapa sekarang shoppe tambah aneh, kiriman lewat estimasi, dan ada apa Shopee sekarang",1
"Aplikasi e-commerce yang the best, terpercaya, mudah dan cepat, udah lama banget download shoppe dan udah banyak produk yang di beli dari toko yang ada di shopee dan semuanya top",5
"Transaksi jadi lebih mudah, belanja juga seneng banget banyak vouchernya, semoga lebih bagus lagi fiturnya kedepannya👍",5
Kereeen,5
"cuma gara² barang yg dipesan tidak sesuai,ditolak malah daoat teguran",3
pelayanan online sangat bagus,5
top,5
Good job,5
Mantaab,5
Ok,5
suka belanja di shopee👍,5
bagus pars pelayanan nya,5
"Barang yg dipesan lwt shope msh bagus2 dan sesuai dgn harapan, tolong dipertahankan dan ditingkatkan lagi kualitas toko yg kerjasama",5
👍👍👍👍,5
memudahkan,5
Bagus,4
ok,5
Sangat puas berbelanja online diaplikasi shoppe ini,5
sangat menarik,5
Mantab,5
"Shopee emng paling the best dehh !, aku aja kalau mau belanja apa pun ituu, selalu di Shopee 🤍🎀",5
ok,5
"mantap, semoga lebih banyak pilihan ekspedisi nya ya",5
thank,5
bagus,5
"setiap kali mau CO pasti timbul sedang downloading memuat fitur, males banget begitu Mulu, padahal bukan baru install aplikasi. tolong diperbaiki lagi",4
aplikasi lemot,1
mantap,5
SHOPEE KLO GA NIAT BUKA EKSPEDISI TUTUP SAJA ITU SHOPEE EXPRESS . PARA PEMBELI DI PAKSA PAKAI EKSPEDISI SAMPAH. DALAM KOTA SAJA PAKAI REGULA 3 HARI GA SAMPE2..,1
𝐵𝑎𝑔𝑢𝑠 𝑠𝑒𝑏𝑒𝑛𝑎𝑟𝑛𝑦𝑎 𝑡𝑎𝑝𝑖 𝑢𝑛𝑡𝑢𝑘 𝑝𝑒𝑛𝑔𝑖𝑟𝑖𝑚𝑎𝑛 𝑘𝑒𝑛𝑎𝑝𝑎 𝑡𝑖𝑑𝑎𝑘 𝑏𝑖𝑠𝑎 𝑑𝑖𝑢𝑏𝑎ℎ,4
sangat membantu untuk cekout online,5
sangat berguna bagi kita yang di pedesaan,5
mantap,5
Platform yang sangat Bagus,5
Paket yg saya pesan tidak sesuai,3
"Surabaya-semarang 11 hari ga sampai"".. akhirnya saya mengajukan pembatalan. Kalo ga mampu ngirim cepat barang jangan paksa hanya menyediakan kurir SPX!",1
sangat bagus,5
"cepet , mantap",5
"no lama saya udah terdaftar tapi kenapa tidak bisa login, saya juga sudah mengganti passwordnya tapi malah ada tulisan ""sistem bermasalah"" kayak yg sengaja biar ga login aneh",1
ok,5
Shoppe mantap harga murah barang berkualitas dan toko amanah,5
suka bangat tapi aku mau dapat byk focer gratis ongkir nya dong😁🙏🏻,5
"bagus, terimakasih",4
penangan masalah tidak ada,1
Sangat cocok,5
oke..pas dan terpercaya di jaga ya...,5
belanja ga perlu kemana-mana,5
"aplimasinya sangat berguna,,dan membntu saya",5
mantap,5
online shop fav,5
"udah pakai shopee 5 tahunan,selama ini sangat membantu mendapatkan barang barang murce tapi kualitas bagus",5
"Tempat belanja online paling ternyaman, banyak gratis ongkir dan barang menarik 👍🏻",5
Tempatnya belanja paling bagus,5
ok,5
Shopee memang murah Sayangnya untuk pemilihan jasa pengirimannya yg kurang tepat Beberapa barang yg di kirim lewat jasa pengiriman SPX sangat sangat sangatlah lama Dan itu yang membuat saya berpikir lagi untuk belanja di shopee dikarenakan mengingat pengiriman barangnya yg sanagat lama,3
"Sangat membantu,dan semua jadi serba mudah?",5
bagus bnget aplikasi yg sangat membantu setiap pengguna,3
Keren,5
Dalam bulan ini sudah 2 kali saya pesan barang dan paket saya tidak pernah datang bahkan sudah lewat dari tanggal perkiraan dan yg satu nya lagi paket saya tiba-tiba di kembalikan lagi ke toko tanpa sepengetahuan saya 😡 sepertinya ini ulah kurir nya yg nakal jadi untuk pihak shopee tolong dong dikasih ketegasannya,1
Banyak barang yang tidak ori walaupun yang di pesan ORI tapi yang datang kw,3
aplikasi lemott pollll,1
aplikasi iki bagus apa yang di mau ada contoh miniatur bus basuri👍,5
"semakin kesini malah gabisa di andelin dulu tiap ramadhan selalu belanja di shopee tahun ini malah banyak dibatalin, padahal dah enak belanja di rumah aja tapi sekarang sepertinya harus beralih ke sebelah dulu",1
App nya baik dan sangat membantu,5
"bagus..apk selain lazada,,cmn mode paylater sy blm aktif...mgkn krn baru ya...😁 mdh2an ke dpn nya sy bs dpt paylter..baiklah sy kerjakan",5
Aplikasi bagus sekali,5
mantap,4
Bgus aplikasi bisa mesan barang apa aj,5
